AccountID,Industry,Vertical,TotalBRR,AnnualRevenue,NumberOfEmployees,DandBRevenue,DandBTotalEmployees
Acct-002109,Professional Services,Consulting / Other Professional Services,1457,0,0,0,0
Acct-002291,Media & Content,Internet Content & Software,1455,0,0,0,0
Acct-001453,Media & Content,Media,1453,0,0,0,0
Acct-001624,Government,State/Local Government,1451,0,0,0,0
Acct-000336,Media & Content,Internet Content & Software,1444,5863920,65,5863920,65
Acct-000918,Media & Content,Media,1441,0,0,0,0
Acct-002090,Professional Services,Consulting / Other Professional Services,1432,0,0,0,0
Acct-003109,Other Industry,Real Estate / Construction,1432,104278200,3985,346158138,3985
Acct-000369,Media & Content,Internet Content & Software,1427,0,0,0,0
Acct-000652,Professional Services,Engineering,1425,0,0,0,0
Acct-002231,Media & Content,Internet Content & Software,1423,0,0,0,0
Acct-001045,Finance,Finance - Other,1418,873496,10,873496,10
Acct-000489,Telecommunications,Regional Carrier/ISP,1403,0,0,0,0
Acct-002526,Energy & Manufacturing,Oil & Gas,1400,342062000,89,342062000,450
Acct-003540,Energy & Manufacturing,Manufacturing - Other,1400,0,0,0,0
Acct-001888,Professional Services,Consulting / Other Professional Services,1395,0,0,0,0
Acct-001753,Finance,Finance - Other,1394,0,0,0,0
Acct-002356,Manufacturing,Manufacturing - Other,1393,3570155,15,4104895,15
Acct-000172,Other Industry,Retail,1389,19670549,250,26181501,250
Acct-001189,Other Industry,Real Estate / Construction,1389,0,0,0,0
Acct-002137,Media & Content,Internet Content & Software,1379,0,0,0,0
Acct-002942,Media & Content,Internet Content & Software,1376,0,0,0,0
Acct-001959,Media & Content,Internet Content & Software,1375,0,0,0,0
Acct-002147,Professional Services,Consulting / Other Professional Services,1374,0,0,0,0
Acct-001921,Telecommunications,PTT,1370,0,0,0,0
Acct-002430,IT Infrastructure,Colo/Hosting,1370,0,0,0,0
Acct-001440,Professional Services,Consulting / Other Professional Services,1360,0,0,0,0
Acct-001714,Energy & Manufacturing,Oil & Gas,1359,0,0,0,0
Acct-001277,Healthcare,Healthcare - Other,1356,274797506,1680,274797506,1680
Acct-000080,Telecommunications,Regional Carrier/ISP,1353,0,0,0,0
Acct-001834,Healthcare,Healthcare - Other,1350,0,0,0,0
Acct-000097,Healthcare,Healthcare - Other,1346,0,0,0,0
Acct-002303,Telecommunications,Wireless,1345,0,0,0,0
Acct-002063,Energy & Manufacturing,Manufacturing - Other,1336,7744800,57,11346356,57
Acct-001644,Telecommunications,Regional Carrier/ISP,1331,0,0,0,0
Acct-001716,IT Infrastructure,Cloud Service Provider,1326,10261620,25,9154874,25
Acct-002089,Professional Services,Engineering,1326,0,0,0,0
Acct-001251,Professional Services,Consulting / Other Professional Services,1318,0,0,0,0
Acct-002750,Professional Services,Consulting / Other Professional Services,1317,0,0,0,0
Acct-001679,Professional Services,Consulting / Other Professional Services,1314,0,0,0,0
Acct-002239,Media & Content,Internet Content & Software,1310,0,0,0,0
Acct-001821,Finance,Asset Management / Hedge Fund,1305,903560,7,908014,7
Acct-000653,Other Industry,Non-Healthcare Insurance,1304,0,0,0,0
Acct-002118,Telecommunications,Wireless,1303,0,0,0,0
Acct-002409,Professional Services,Consulting / Other Professional Services,1300,4978800,75,41533803,800
Acct-003402,Professional Services,Consulting / Other Professional Services,1300,0,0,0,0
Acct-002712,Professional Services,Consulting / Other Professional Services,1296,0,0,0,0
Acct-001484,Professional Services,Consulting / Other Professional Services,1290,0,0,0,0
Acct-002761,IT Infrastructure,Colo/Hosting,1289,0,0,0,0
Acct-002038,Professional Services,Legal,1285,6546200,65,7694285,65
Acct-002806,Telecommunications,PTT,1282,0,0,0,0
Acct-001508,Energy & Manufacturing,Manufacturing - Other,1274,0,0,0,0
Acct-001893,Professional Services,Consulting / Other Professional Services,1274,0,0,0,0
Acct-002383,Telecommunications,Regional Carrier/ISP,1274,0,0,0,0
Acct-001346,Telecommunications,VOIP/VSP,1274,0,0,0,0
Acct-002373,Finance,Asset Management / Hedge Fund,1255,0,0,0,0
Acct-003145,Healthcare,Pharmaceuticals / BioTech,1246,21590780,156,46100000,489
Acct-001378,Telecommunications,Reseller,1244,88512,2,88512,2
Acct-002113,Professional Services,Consulting / Other Professional Services,1238,0,0,0,0
Acct-001672,Telecommunications,Reseller,1236,0,0,0,0
Acct-003089,Professional Services,Consulting / Other Professional Services,1233,0,0,0,0
Acct-002131,Professional Services,Consulting / Other Professional Services,1230,0,0,0,0
Acct-001845,Finance,Finance - Other,1223,0,0,0,0
Acct-001412,Professional Services,Consulting / Other Professional Services,1223,0,0,0,0
Acct-002293,IT Infrastructure,Colo/Hosting,1216,0,0,0,0
Acct-003272,Other Industry,Retail,1208,0,0,0,0
Acct-001004,Other Industry,Non-Healthcare Insurance,1200,109157474,140,98241727,140
Acct-002523,Research & Education,K-12 Education,1200,0,62,0,0
Acct-000732,Energy & Manufacturing,Manufacturing - Other,1200,0,0,0,0
Acct-000936,Professional Services,Consulting / Other Professional Services,1199,1163829,11,1077552,11
Acct-003066,Professional Services,Consulting / Other Professional Services,1198,392791688,3186,386854329,3186
Acct-002521,Media & Content,Internet Content & Software,1198,122903536,292,1934437663,292
Acct-000888,Media & Content,Internet Content & Software,1188,0,0,0,0
Acct-000064,Media & Content,Internet Content & Software,1186,0,0,0,0
Acct-002130,Telecommunications,VOIP/VSP,1186,0,0,0,0
Acct-000649,Government,State/Local Government,1185,0,57,0,57
Acct-003133,Finance,Finance - Other,1178,24663265,50,14576397724,50
Acct-000687,,,1176,0,0,0,0
Acct-001883,Professional Services,Commercial Systems Integrator,1175,0,0,0,0
Acct-001577,Healthcare,Healthcare - Other,1173,0,0,0,0
Acct-003275,Other Industry,Real Estate / Construction,1172,0,0,0,0
Acct-002267,Media & Content,Internet Content & Software,1162,0,0,0,0
Acct-002723,IT Infrastructure,Colo/Hosting,1160,0,0,0,0
Acct-001671,Professional Services,Consulting / Other Professional Services,1160,0,0,0,0
Acct-003219,Healthcare,Healthcare - Other,1158,0,0,0,0
Acct-003208,Finance,Finance - Other,1156,0,0,0,0
Acct-001529,Finance,Finance - Other,1154,0,0,0,0
Acct-002007,Professional Services,Consulting / Other Professional Services,1150,0,0,0,0
Acct-000696,IT Infrastructure,Cloud Service Provider,1146,0,0,0,0
Acct-002238,Professional Services,Consulting / Other Professional Services,1146,0,0,0,0
Acct-001958,Finance,Finance - Other,1145,2770802,14,2770802,14
Acct-002165,Professional Services,Consulting / Other Professional Services,1144,92200,2,103653,2
Acct-001792,Media & Content,Media,1139,820561,1,1060920,1
Acct-001772,Healthcare,Healthcare - Other,1136,0,0,0,0
Acct-001167,Professional Services,Consulting / Other Professional Services,1131,0,0,0,0
Acct-000404,Telecommunications,Regional Carrier/ISP,1128,0,0,0,0
Acct-001868,Media & Content,Internet Content & Software,1125,0,0,0,0
Acct-002376,Energy & Manufacturing,Manufacturing - Other,1122,1033183576,2100,1471795653,3800
Acct-001157,Government,Systems Integrators - Government,1121,0,0,0,0
Acct-000756,Professional Services,Consulting / Other Professional Services,1120,239720,4,1844000,12
Acct-002208,Telecommunications,VOIP/VSP,1115,0,0,0,0
Acct-000530,Other Industry,Retail,1109,0,0,0,0
Acct-001182,Media & Content,Internet Content & Software,1108,91280370,900,91280370,900
Acct-002107,Media & Content,Internet Content & Software,1107,0,0,0,0
Acct-000572,Other Industry,Retail,1106,0,0,0,0
Acct-001948,Media & Content,Internet Content & Software,1103,0,0,0,0
Acct-001311,Professional Services,Consulting / Other Professional Services,1101,0,0,0,0
Acct-000580,IT Infrastructure,Colo/Hosting,1100,0,0,0,0
Acct-002020,Professional Services,Consulting / Other Professional Services,1100,0,0,0,0
Acct-001632,Telecommunications,Reseller,1100,1567400,2,1567400,2
Acct-001949,Finance,Finance - Other,1099,0,0,0,0
Acct-002030,Professional Services,Commercial Systems Integrator,1091,0,0,0,0
Acct-002546,Government,Federal Government,1085,0,0,0,0
Acct-002080,Professional Services,Commercial Systems Integrator,1082,553200,8,812238,8
Acct-002284,Media & Content,Internet Content & Software,1079,0,0,0,0
Acct-002718,Professional Services,Consulting / Other Professional Services,1076,0,0,0,0
Acct-001815,Professional Services,Legal,1075,0,0,0,0
Acct-002100,Finance,Asset Management / Hedge Fund,1075,0,0,0,0
Acct-002955,Other Industry,Transportation,1072,0,0,0,0
Acct-002084,Professional Services,Commercial Systems Integrator,1071,0,0,0,0
Acct-002256,Finance,Finance - Other,1070,0,0,0,0
Acct-001536,IT Infrastructure,Colo/Hosting,1070,0,0,0,0
Acct-001785,Research & Education,Higher Education,1070,0,0,0,0
Acct-003132,Media & Content,Media,1070,0,0,0,0
Acct-001525,IT Infrastructure,Cloud Service Provider,1067,0,0,0,0
Acct-001774,Professional Services,Commercial Systems Integrator,1062,0,0,0,0
Acct-003083,Other Industry,Telecommunications Equipment Provider,1060,0,0,0,0
Acct-002140,Other Industry,Real Estate / Construction,1057,0,0,0,0
Acct-002635,Professional Services,Consulting / Other Professional Services,1054,0,0,0,0
Acct-002012,IT Infrastructure,Colo/Hosting,1051,0,0,0,0
Acct-001500,Healthcare,Pharmaceuticals / BioTech,1045,13830000,198,13830000,198
Acct-001851,Media & Content,Internet Content & Software,1044,0,0,0,0
Acct-002095,Healthcare,Pharmaceuticals / BioTech,1041,0,0,0,0
Acct-000867,Professional Services,Consulting / Other Professional Services,1038,0,0,0,0
Acct-002115,Healthcare,Healthcare - Other,1036,0,0,0,0
Acct-002908,Other Industry,Real Estate / Construction,1033,0,0,0,0
Acct-002235,Telecommunications,Regional Carrier/ISP,1033,267380,3,222908,3
Acct-000566,Professional Services,Consulting / Other Professional Services,1033,0,0,0,0
Acct-002119,Professional Services,Consulting / Other Professional Services,1025,0,0,0,0
Acct-001234,Media & Content,Media,1020,378020,3,378020,3
Acct-003294,Professional Services,Consulting / Other Professional Services,1020,2773309,25,2887141,25
Acct-001160,Telecommunications,Regional Carrier/ISP,1020,0,10,4087587,10
Acct-003320,Professional Services,Consulting / Other Professional Services,1020,41526310,140,39530767,142
Acct-002099,Finance,Finance - Other,1020,1743618,46,6139658,46
Acct-001185,Professional Services,Consulting / Other Professional Services,1020,0,0,0,0
Acct-000999,Telecommunications,Reseller,1020,0,0,0,0
Acct-001179,Other Industry,Retail,1020,0,0,0,0
Acct-002157,Other Industry,Retail,1016,16964800,160,84025675,160
Acct-003305,Energy & Manufacturing,Oil & Gas,1007,0,0,0,0
Acct-002563,Other Industry,Retail,1007,0,0,0,0
Acct-002752,Professional Services,Consulting / Other Professional Services,1006,0,0,0,0
Acct-002227,IT Infrastructure,Colo/Hosting,999,0,0,0,0
Acct-001680,Other Industry,Non-Healthcare Insurance,994,10766281,30,7848619,30
Acct-001393,Professional Services,Consulting / Other Professional Services,992,0,0,0,0
Acct-001832,Professional Services,Commercial Systems Integrator,990,0,0,0,0
Acct-002313,Media & Content,Internet Content & Software,988,0,0,0,0
Acct-001667,Professional Services,Consulting / Other Professional Services,981,0,0,0,0
Acct-003065,Healthcare,Healthcare - Other,976,0,0,0,0
Acct-001121,Professional Services,Consulting / Other Professional Services,975,0,0,0,0
Acct-001843,Professional Services,Consulting / Other Professional Services,975,0,0,0,0
Acct-002898,Professional Services,Consulting / Other Professional Services,973,0,0,0,0
Acct-002879,Telecommunications,VOIP/VSP,971,0,0,0,0
Acct-002106,Professional Services,Consulting / Other Professional Services,971,0,0,0,0
Acct-000979,Energy & Manufacturing,Manufacturing - Other,970,0,0,0,0
Acct-001007,IT Infrastructure,Colo/Hosting,969,129080,1,129080,1
Acct-000587,Other Industry,Real Estate / Construction,969,19337921,120,20562418,126
Acct-002260,Healthcare,Healthcare,969,82601946,280,38525814,280
Acct-001483,Other Industry,Accelerator,969,177720,2,177720,2
Acct-003163,Professional Services,Consulting / Other Professional Services,969,0,0,0,0
Acct-001576,Media & Content,Internet Content & Software,968,230500,2,230500,2
Acct-000693,Media & Content,Internet Content & Software,967,0,0,0,0
Acct-001473,Professional Services,Consulting / Other Professional Services,960,0,0,0,0
Acct-001757,IT Infrastructure,Colo/Hosting,958,0,0,0,0
Acct-003251,Telecommunications,PTT,954,0,0,0,0
Acct-001810,Other Industry,Real Estate / Construction,950,0,0,0,0
Acct-003182,,,950,0,0,0,0
Acct-001670,Media & Content,Internet Content & Software,947,0,0,0,0
Acct-000322,Professional Services,Consulting / Other Professional Services,946,0,0,0,0
Acct-002427,Media & Content,Internet Content & Software,943,0,0,0,0
Acct-001479,Professional Services,Consulting / Other Professional Services,941,0,0,0,0
Acct-002524,Research & Education,Research,938,0,60,0,0
Acct-002146,Media & Content,Internet Content & Software,934,0,0,0,0
Acct-002858,Professional Services,Consulting / Other Professional Services,930,0,0,0,0
Acct-002388,Professional Services,Engineering,918,29816912,170,29816912,170
Acct-000254,IT Infrastructure,Colo/Hosting,918,147930283,140,146450980,90
Acct-001489,,,918,0,0,0,0
Acct-000707,Finance,Finance - Other,915,0,0,0,0
Acct-001564,IT Infrastructure,Colo/Hosting,914,116970,2,116970,2
Acct-002872,Telecommunications,VOIP/VSP,907,0,0,0,0
Acct-001146,Professional Services,Consulting / Other Professional Services,906,0,0,0,0
Acct-003121,Media & Content,Internet Content & Software,906,0,0,0,0
Acct-002823,Healthcare,Healthcare,906,0,0,0,0
Acct-001776,Professional Services,Consulting / Other Professional Services,906,0,0,0,0
Acct-003231,Finance,Finance - Other,905,0,0,0,0
Acct-001351,Research & Education,K-12 Education,905,0,42,0,0
Acct-001569,Other Industry,Real Estate / Construction,900,382353747,1300,278210229,1500
Acct-002017,Media & Content,Internet Content & Software,900,0,0,0,0
Acct-000240,Healthcare,Healthcare - Other,896,0,0,0,0
Acct-003103,Finance,Asset Management / Hedge Fund,895,7376000,87,7376000,87
Acct-000804,Energy & Manufacturing,Oil & Gas,892,0,0,0,0
Acct-002083,Research & Education,K-12 Education,890,0,0,0,0
Acct-001174,Telecommunications,Regional Carrier/ISP,886,0,0,0,0
Acct-001422,Telecommunications,Regional Carrier/ISP,884,63021306,220,56719176,220
Acct-002993,IT Infrastructure,Colo/Hosting,882,313480,4,400652,4
Acct-002044,IT Infrastructure,Colo/Hosting,881,0,0,0,0
Acct-000405,Other Industry,Retail,879,0,0,0,0
Acct-002843,Professional Services,Consulting / Other Professional Services,879,84824,2,84824,2
Acct-002988,Professional Services,Consulting / Other Professional Services,879,65839,1,66585,1
Acct-003043,Professional Services,Consulting / Other Professional Services,876,108079820,460,127134437,460
Acct-000713,Telecommunications,Wireless,867,15525029,30,7150723,30
Acct-001211,Professional Services,Consulting / Other Professional Services,867,0,0,0,0
Acct-001847,Professional Services,Consulting / Other Professional Services,866,0,0,0,0
Acct-000697,Professional Services,Consulting / Other Professional Services,865,0,0,0,0
Acct-002933,IT Infrastructure,Colo/Hosting,860,0,0,0,0
Acct-002000,Media & Content,Internet Content & Software,858,0,0,0,0
Acct-002836,Professional Services,Consulting / Other Professional Services,856,0,0,0,0
Acct-001941,IT Infrastructure,Cloud Service Provider,855,0,0,0,0
Acct-002305,Media & Content,Internet Content & Software,854,0,0,0,0
Acct-002936,Healthcare,Healthcare - Other,849,0,0,0,0
Acct-002590,IT Infrastructure,Cloud Service Provider,847,0,0,0,0
Acct-000020,Other Industry,Retail,841,267380,3,612841,3
Acct-003491,Research & Education,K-12 Education,840,2523015,45,2523015,45
Acct-002819,IT Infrastructure,Colo/Hosting,836,147520,3,160711,3
Acct-002739,IT Infrastructure,Colo/Hosting,834,0,0,0,0
Acct-001048,Media & Content,Internet Content & Software,834,0,0,0,0
Acct-001591,Professional Services,Consulting / Other Professional Services,832,0,0,0,0
Acct-002142,Media & Content,Internet Content & Software,830,0,0,0,0
Acct-001112,Professional Services,Consulting / Other Professional Services,823,156740,3,263521,3
Acct-000914,Finance,Finance - Other,820,456999442,1049,291770588,953
Acct-002102,Media & Content,Internet Content & Software,819,0,0,0,0
Acct-002264,Professional Services,Consulting / Other Professional Services,816,350360,3,521097,3
Acct-001936,Telecommunications,VOIP/VSP,816,3144964,18,3172102,18
Acct-001869,Research & Education,Research,816,4899270,3,4341584,3
Acct-002944,Finance,Asset Management / Hedge Fund,811,0,0,0,0
Acct-001229,Manufacturing,Manufacturing - Other,811,0,0,0,0
Acct-003135,,,810,0,0,0,0
Acct-003038,Energy & Manufacturing,Manufacturing - Other,810,20675997,250,30436870,250
Acct-001824,Other Industry,Real Estate / Construction,806,0,0,0,0
Acct-002316,Media & Content,Internet Content & Software,805,0,0,0,0
Acct-002245,Professional Services,Consulting / Other Professional Services,805,0,0,0,0
Acct-001482,Healthcare,Pharmaceuticals / BioTech,800,0,0,0,0
Acct-002775,IT Infrastructure,Colo/Hosting,800,0,0,0,0
Acct-001572,Professional Services,Consulting / Other Professional Services,799,0,0,0,0
Acct-001558,Professional Services,Consulting / Other Professional Services,798,43334,1,43334,1
Acct-001863,IT Infrastructure,Colo/Hosting,797,0,0,0,0
Acct-001556,Media & Content,Internet Content & Software,788,0,0,0,0
Acct-002953,Professional Services,Consulting / Other Professional Services,787,0,0,0,0
Acct-001738,Professional Services,Legal,786,0,0,0,0
Acct-001099,Media & Content,Media,785,1050821,13,1050821,13
Acct-001663,Professional Services,Consulting / Other Professional Services,785,331920,5,397245,5
Acct-001588,Healthcare,Healthcare - Other,785,0,0,0,0
Acct-002883,Energy & Manufacturing,Utilities,784,0,0,0,0
Acct-001665,Media & Content,Media,783,0,0,0,0
Acct-002877,Media & Content,Internet Content & Software,783,0,0,0,0
Acct-002621,IT Infrastructure,Colo/Hosting,779,0,0,0,0
Acct-001957,Professional Services,Consulting / Other Professional Services,774,0,0,0,0
Acct-003207,Government,State/Local Government,770,0,0,0,0
Acct-001976,Other Industry,Retail,770,0,0,0,0
Acct-002727,Professional Services,Consulting / Other Professional Services,769,0,0,0,0
Acct-002511,Research & Education,Research,768,0,0,0,0
Acct-002049,Manufacturing,Manufacturing - Other,768,518467338,1988,555812026,2309
Acct-002962,Media & Content,Internet Content & Software,766,0,0,0,0
Acct-002869,Professional Services,Consulting / Other Professional Services,765,0,0,0,0
Acct-000103,Telecommunications,VOIP/VSP,765,756040,8,999247,8
Acct-000262,Other Industry,Real Estate / Construction,765,147520,3,266321,3
Acct-003125,Telecommunications,Wireless,764,0,0,0,0
Acct-001691,Professional Services,Consulting / Other Professional Services,761,534760,7,769370,7
Acct-002532,Government,State/Local Government,760,0,81349,0,81349
Acct-001813,Finance,Finance - Other,760,0,0,0,0
Acct-001919,Energy & Manufacturing,Utilities,756,0,0,0,0
Acct-003032,Telecommunications,Regional Carrier/ISP,753,0,0,0,0
Acct-002810,IT Infrastructure,Cloud Service Provider,752,0,0,0,0
Acct-002602,Professional Services,Consulting / Other Professional Services,751,0,0,0,0
Acct-002862,Professional Services,Consulting / Other Professional Services,751,0,0,0,0
Acct-001474,Other Industry,Real Estate / Construction,750,92734,25,112208,25
Acct-002001,Professional Services,Consulting / Other Professional Services,750,0,0,0,0
Acct-000094,Telecommunications,RLEC,748,287991260,963,386296142,963
Acct-002625,Professional Services,Consulting / Other Professional Services,744,0,0,0,0
Acct-002522,Media & Content,Internet Content & Software,742,9109809,15,9109809,15
Acct-000358,Professional Services,Legal,740,0,0,0,0
Acct-001781,Healthcare,Healthcare - Other,737,203074478,500,492330946,500
Acct-001743,Professional Services,Consulting / Other Professional Services,730,0,0,0,0
Acct-001947,Other Industry,Real Estate / Construction,729,0,0,0,0
Acct-002148,Professional Services,Commercial Systems Integrator,725,0,0,0,0
Acct-001985,Healthcare,Healthcare - Other,724,0,0,0,0
Acct-002636,Professional Services,Engineering,721,0,0,0,0
Acct-002945,Professional Services,Consulting / Other Professional Services,719,0,0,0,0
Acct-002977,Healthcare,Healthcare - Other,715,0,0,0,0
Acct-001652,Media & Content,Internet Content & Software,714,111654200,1000,38457524,1000
Acct-003206,Other Industry,Telecommunications Equipment Provider,714,0,0,0,0
Acct-001414,Media & Content,Internet Content & Software,714,221280,3,382191,3
Acct-000029,Professional Services,Consulting / Other Professional Services,714,0,0,0,0
Acct-002042,Media & Content,Internet Content & Software,711,0,0,0,0
Acct-002694,Professional Services,Consulting / Other Professional Services,709,0,0,0,0
Acct-002129,Media & Content,Internet Content & Software,709,110640,2,94283,2
Acct-002219,IT Infrastructure,Cloud Service Provider,704,63618,2,63618,2
Acct-001994,Media & Content,Internet Content & Software,700,0,0,0,0
Acct-002021,Media/Content,Internet Content & Software,698,0,0,0,0
Acct-002713,IT Infrastructure,Cloud Service Provider,697,0,0,0,0
Acct-002708,Other Industry,Retail,691,0,0,0,0
Acct-003098,Healthcare,Healthcare - Other,691,0,0,0,0
Acct-001033,Professional Services,Consulting / Other Professional Services,688,0,0,0,0
Acct-001106,Media & Content,Internet Content & Software,686,230500,4,230500,4
Acct-002840,Other Industry,Retail,685,0,0,0,0
Acct-002829,Other Industry,Non-Healthcare Insurance,685,0,0,0,0
Acct-002143,Energy & Manufacturing,Manufacturing - Other,685,0,0,0,0
Acct-001531,Telecommunications,RLEC,681,0,0,0,0
Acct-002647,Media & Content,Internet Content & Software,679,0,0,0,0
Acct-002939,Professional Services,Consulting / Other Professional Services,679,0,0,0,0
Acct-002874,Other Industry,Telecommunications Equipment Provider,676,0,0,0,0
Acct-002929,Professional Services,Consulting / Other Professional Services,676,0,0,0,0
Acct-000390,Government,State/Local Government,675,0,0,0,0
Acct-003189,,,675,0,0,0,0
Acct-002186,Professional Services,Consulting / Other Professional Services,674,0,0,0,0
Acct-002187,IT Infrastructure,Colo/Hosting,670,0,0,0,0
Acct-000926,Other Industry,Retail,670,0,0,0,0
Acct-003036,Energy & Manufacturing,Manufacturing - Other,669,5624200,48,25565121,48
Acct-003048,Telecommunications,Regional Carrier/ISP,666,74682,2,74682,2
Acct-002937,Professional Services,Consulting / Other Professional Services,660,0,0,0,0
Acct-002846,Professional Services,Consulting / Other Professional Services,658,0,0,0,0
Acct-002150,Healthcare,Healthcare - Other,653,147520,3,147520,3
Acct-001597,IT Infrastructure,Colo/Hosting,649,0,0,0,0
Acct-001974,Research & Education,Higher Education,640,0,0,0,0
Acct-001698,IT Infrastructure,Colo/Hosting,639,0,0,0,0
Acct-001502,Professional Services,Engineering,627,0,0,0,0
Acct-001877,Professional Services,Commercial Systems Integrator,626,0,0,0,0
Acct-003295,Other Industry,Telecommunications Equipment Provider,622,13737800,100,13260886,100
Acct-002173,Media & Content,Internet Content & Software,621,963179,4,1027428,4
Acct-003012,Media & Content,Media,620,3688000,15,3688000,15
Acct-002216,Media & Content,Internet Content & Software,620,0,0,0,0
Acct-002481,Government,State/Local Government,616,0,420,0,420
Acct-002606,Professional Services,Consulting / Other Professional Services,615,0,0,0,0
Acct-001452,Government,State/Local Government,613,0,0,0,0
Acct-001660,IT Infrastructure,Colo/Hosting,612,0,0,0,0
Acct-001598,Energy & Manufacturing,Manufacturing - Other,612,0,0,0,0
Acct-001216,Professional Services,Consulting / Other Professional Services,612,0,0,0,0
Acct-002151,Media & Content,Internet Content & Software,611,0,0,0,0
Acct-002656,Media & Content,Internet Content & Software,609,359580,5,372103,5
Acct-001204,Telecommunications,National Carrier/ISP,604,0,0,0,0
Acct-002629,Media & Content,Media,601,0,0,0,0
Acct-002793,Finance,Finance - Other,600,0,0,0,0
Acct-002125,Professional Services,Consulting / Other Professional Services,600,0,0,0,0
Acct-002059,Other Industry,Retail,600,0,0,0,0
Acct-002032,Professional Services,Engineering,600,10432653,50,10432653,100
Acct-000806,Telecommunications,Wireless,599,0,0,0,0
Acct-002700,Other Industry,Retail,595,0,0,0,0
Acct-002974,IT Infrastructure,Colo/Hosting,595,101420,2,101420,2
Acct-001477,,,586,0,0,0,0
Acct-002994,Media & Content,Internet Content & Software,585,0,0,0,0
Acct-000698,IT Infrastructure,Cloud Service Provider,584,239720,4,386371,4
Acct-001573,Professional Services,Consulting / Other Professional Services,578,0,0,0,0
Acct-001965,Healthcare,Healthcare - Other,575,0,0,0,0
Acct-002520,Research & Education,Research,575,945546,10,1165239,10
Acct-000307,Professional Services,Consulting / Other Professional Services,562,0,0,0,0
Acct-002019,Media & Content,Internet Content & Software,562,20092598,0,23449252,108
Acct-000235,Professional Services,Consulting / Other Professional Services,558,0,0,0,0
Acct-003058,Healthcare,Healthcare - Other,557,0,0,0,0
Acct-002301,Professional Services,Consulting / Other Professional Services,556,0,0,0,0
Acct-002127,Other Industry,Telecommunications Equipment Provider,554,0,0,0,0
Acct-000562,Media & Content,Media,552,0,0,0,0
Acct-002961,Telecommunications,Wireless,548,0,0,0,0
Acct-001118,Telecommunications,VOIP/VSP,541,0,0,0,0
Acct-001740,Professional Services,Consulting / Other Professional Services,536,0,0,0,0
Acct-002808,Professional Services,Consulting / Other Professional Services,534,0,0,0,0
Acct-001684,Professional Services,Legal,534,0,0,0,0
Acct-002746,Professional Services,Consulting / Other Professional Services,534,0,0,0,0
Acct-002922,Finance,Finance - Other,534,0,0,0,0
Acct-002950,Finance,Finance - Other,534,0,0,0,0
Acct-002873,IT Infrastructure,Cloud Service Provider,530,0,0,0,0
Acct-002634,Energy & Manufacturing,Manufacturing - Other,524,0,0,0,0
Acct-002804,Other Industry,Transportation,523,0,0,0,0
Acct-002891,Professional Services,Consulting / Other Professional Services,523,0,0,0,0
Acct-001595,Media & Content,Internet Content & Software,522,91278,2,86693,1
Acct-002692,Other Industry,Telecommunications Equipment Provider,517,0,0,0,0
Acct-002717,Professional Services,Consulting / Other Professional Services,517,0,0,0,0
Acct-002960,Professional Services,Consulting / Other Professional Services,517,0,0,0,0
Acct-001817,Professional Services,Consulting / Other Professional Services,512,0,0,0,0
Acct-001688,Media & Content,Gaming/eSports,511,0,0,0,0
Acct-002518,Professional Services,Consulting / Other Professional Services,510,0,0,0,0
Acct-003011,Media & Content,Internet Content & Software,508,0,15,0,15
Acct-003007,Finance,High Frequency Trading,508,138300,2,138300,2
Acct-003033,Energy & Manufacturing,Manufacturing - Other,508,74682000,76,84759460,76
Acct-003052,Professional Services,Consulting / Other Professional Services,508,70072,1,138893,1
Acct-001584,Professional Services,Consulting / Other Professional Services,507,0,0,0,0
Acct-002799,Professional Services,Engineering,507,0,0,0,0
Acct-001578,Professional Services,Consulting / Other Professional Services,507,0,0,0,0
Acct-002943,Professional Services,Consulting / Other Professional Services,507,0,0,0,0
Acct-002954,Other Industry,Real Estate / Construction,505,0,0,0,0
Acct-002234,IT Infrastructure,Cloud Service Provider,505,0,0,0,0
Acct-001581,Professional Services,Commercial Systems Integrator,504,0,0,0,0
Acct-002996,Professional Services,Consulting / Other Professional Services,503,0,0,0,0
Acct-001996,Professional Services,Consulting / Other Professional Services,500,0,0,0,0
Acct-002791,Professional Services,Consulting / Other Professional Services,499,0,0,0,0
Acct-002783,Other Industry,Transportation,499,0,0,0,0
Acct-002906,Professional Services,Consulting / Other Professional Services,499,0,0,0,0
Acct-002935,Professional Services,Commercial Systems Integrator,499,0,0,0,0
Acct-002946,IT Infrastructure,Colo/Hosting,499,0,0,0,0
Acct-002947,Professional Services,Consulting / Other Professional Services,499,0,0,0,0
Acct-002890,Professional Services,Consulting / Other Professional Services,499,0,0,0,0
Acct-002987,Finance,Finance - Other,499,0,0,0,0
Acct-002959,Media & Content,Internet Content & Software,497,90356,2,115655,2
Acct-000886,IT Infrastructure,Colo/Hosting,497,78370,2,78370,2
Acct-002079,Media & Content,Cable & Satellite,493,193620,2,141941,2
Acct-001773,Healthcare,Healthcare - Other,475,0,0,0,0
Acct-002088,Energy & Manufacturing,Manufacturing - Other,465,0,0,0,0
Acct-000620,Professional Services,Consulting / Other Professional Services,460,0,0,0,0
Acct-002653,IT Infrastructure,Colo/Hosting,458,857460,10,905270,10
Acct-001424,Telecommunications,Reseller,449,0,0,0,0
Acct-003162,Professional Services,Consulting / Other Professional Services,447,0,0,0,0
