CPQID,AccountID,CreatedDate,ProductGroup,X36MRCList,X36NRRList,X36NPVList,BuildingID,Market,StreetAddress,City,State,PostalCode,NetworkProximity,OnZayoNetworkStatus,,
CPQ-005360,Acct-000013,1/3/17,Wavelengths - Metro,1582,231,19727,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005360,Acct-000013,1/3/17,Wavelengths - Metro,1582,231,19727,Bldg-127085,Dallas,2501 S TX-121 - Bldg 5,Lewisville,TX,75067,890.51,On Zayo Network,,
CPQ-005361,Acct-000041,2/17/17,IP Services,2386,922,27183,Bldg-092146,Denver,6061 S Willow Dr,Englewood,CO,80111,22.1,Not on Zayo Network,,
CPQ-005362,Acct-000039,2/16/17,Ethernet,1193,922,20715,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005362,Acct-000039,2/16/17,Ethernet,1193,922,20715,Bldg-109034,Atlanta,13560 Morris Rd,Alpharetta,GA,30004,551.42,On Zayo Network,,
CPQ-005363,Acct-000144,1/3/17,Ethernet,854,922,14176,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network,,
CPQ-005364,Acct-000039,2/16/17,Ethernet,1193,922,22458,Bldg-115560,Atlanta,1349 W Peachtree St NW,Atlanta,GA,30309,141.17,On Zayo Network,,
CPQ-005364,Acct-000039,2/16/17,Ethernet,1193,922,22458,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005365,Acct-000039,2/16/17,Ethernet,570,461,9746,Bldg-115560,Atlanta,1349 W Peachtree St NW,Atlanta,GA,30309,141.17,On Zayo Network,,
CPQ-005366,Acct-000662,12/30/16,IP Services,2386,922,53549,Bldg-114878,Dallas,100 Crescent Ct,Dallas,TX,75201,472.74,On Zayo Network,,
CPQ-005367,Acct-000662,12/30/16,IP Services,718,922,7574,Bldg-114878,Dallas,100 Crescent Ct,Dallas,TX,75201,472.74,On Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-138940,Denver,3201 W Arizona Ave,Denver,CO,80219,1021.35,On Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-140094,Denver,1820 Lowell Blvd,Denver,CO,80204,2022.1,Not on Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-223956,Denver,11200 E 45th Ave,Denver,CO,80239,574.08,Not on Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-223981,Denver,1825 S Federal Blvd,Denver,CO,80219,223.31,Not on Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-223997,Denver,2417 W 29th Ave,Denver,CO,80211,209.73,Not on Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-224004,Denver,2626 W Evans Ave,Denver,CO,80219,1766.79,Not on Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-224052,Denver,4735 Pecos St,Denver,CO,80211,570.55,Not on Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-224053,Denver,4800 Telluride St,Denver,CO,80249,7517.22,Not on Zayo Network,,
CPQ-005368,Acct-000245,2/16/17,Ethernet,21136,4149,148077,Bldg-242930,Denver,2250 Quitman St,Denver,CO,80212,1207.36,Not on Zayo Network,,
CPQ-005369,Acct-000245,1/3/17,IP Services,1636,9220,183937,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,Build in Progress,,
CPQ-005369,Acct-000245,1/3/17,IP Services,1636,9220,183937,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,Build in Progress,,
CPQ-005370,Acct-000024,2/17/17,zColo,722,950,10443,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-005371,Acct-000245,1/3/17,IP Services,1636,9220,77132,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,Build in Progress,,
CPQ-005371,Acct-000245,1/3/17,IP Services,1636,9220,77132,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,Build in Progress,,
CPQ-005372,Acct-000393,2/16/17,IP Services,718,922,7574,Bldg-109809,Dallas,3838 Oak Lawn Ave,Dallas,TX,75219,507.67,On Zayo Network,,
CPQ-005373,Acct-000245,1/3/17,IP Services,9082,4610,181634,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,Build in Progress,,
CPQ-005374,Acct-000245,1/3/17,IP Services,4796,4610,80899,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,Build in Progress,,
CPQ-005375,Acct-000245,1/3/17,IP Services,3730,922,52238,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,Build in Progress,,
CPQ-005376,Acct-000393,2/16/17,IP Services,718,922,7574,Bldg-109809,Dallas,3838 Oak Lawn Ave,Dallas,TX,75219,507.67,On Zayo Network,,
CPQ-005377,Acct-000049,2/17/17,Ethernet,1010,922,24184,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005377,Acct-000049,2/17/17,Ethernet,1010,922,24184,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-005378,,1/3/17,IP Services,2553,922,65451,Bldg-108913,Atlanta,1601 W Peachtree St NE,Atlanta,GA,30309,328.83,On Zayo Network,,
CPQ-005379,Acct-000049,2/17/17,Ethernet,1010,922,24184,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005379,Acct-000049,2/17/17,Ethernet,1010,922,24184,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-005380,Acct-000245,1/3/17,IP Services,9082,4610,190471,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,Build in Progress,,
CPQ-005381,Acct-000049,2/17/17,Ethernet,777,922,12197,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005381,Acct-000049,2/17/17,Ethernet,777,922,12197,Bldg-113893,Dallas,2501 S TX-121 - Bldg 7,Lewisville,TX,75067,1226.49,On Zayo Network,,
CPQ-005382,Acct-000049,2/17/17,Ethernet,1056,922,24141,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005382,Acct-000049,2/17/17,Ethernet,1056,922,24141,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-005383,Acct-000245,1/3/17,IP Services,1909,922,23205,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,Build in Progress,,
CPQ-005384,Acct-000049,2/17/17,Ethernet,869,922,12111,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005384,Acct-000049,2/17/17,Ethernet,869,922,12111,Bldg-113893,Dallas,2501 S TX-121 - Bldg 7,Lewisville,TX,75067,1226.49,On Zayo Network,,
CPQ-005385,Acct-000278,12/30/16,Wavelengths - Long Haul,3069,2766,57470,Bldg-070381,Atlanta,950 E Paces Ferry Rd NE,Atlanta,GA,30326,105.37,On Zayo Network,,
CPQ-005386,Acct-000245,1/3/17,IP Services,4796,4610,89736,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,Build in Progress,,
CPQ-005387,Acct-000245,1/3/17,IP Services,2898,4610,36275,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,Build in Progress,,
CPQ-005388,Acct-000245,1/3/17,IP Services,3730,922,61075,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,Build in Progress,,
CPQ-005389,Acct-000245,1/3/17,IP Services,2017,922,16904,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,Build in Progress,,
CPQ-005390,Acct-000278,12/30/16,Wavelengths - Long Haul,3766,2766,71378,Bldg-070381,Atlanta,950 E Paces Ferry Rd NE,Atlanta,GA,30326,105.37,On Zayo Network,,
CPQ-005391,Acct-000245,1/3/17,IP Services,2898,4610,45113,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,Build in Progress,,
CPQ-005392,Acct-000043,1/3/17,Ethernet,866,922,17965,Bldg-060267,Atlanta,5 Concourse Pkwy,Atlanta,GA,30328,598,On Zayo Network,,
CPQ-005392,Acct-000043,1/3/17,Ethernet,866,922,17965,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-005393,Acct-000043,1/3/17,Ethernet,1391,922,32425,Bldg-060267,Atlanta,5 Concourse Pkwy,Atlanta,GA,30328,598,On Zayo Network,,
CPQ-005393,Acct-000043,1/3/17,Ethernet,1391,922,32425,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-005394,Acct-000224,12/31/16,Dark Fiber - Metro,1037,4610,10502,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005394,Acct-000224,12/31/16,Dark Fiber - Metro,1037,4610,10502,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-005395,Acct-000087,1/3/17,IP Services,574,922,7276,Bldg-109244,Denver,1801 California St,Denver,CO,80202,207.17,On Zayo Network,,
CPQ-005396,Acct-000264,12/30/16,Wavelengths - Long Haul,8681,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005397,Acct-000663,2/16/17,Wavelengths - Long Haul,3835,2858,82138,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-005398,Acct-000043,1/3/17,Wavelengths - Long Haul,4354,2766,88052,Bldg-060267,Atlanta,5 Concourse Pkwy,Atlanta,GA,30328,598,On Zayo Network,,
CPQ-005398,Acct-000043,1/3/17,Wavelengths - Long Haul,4354,2766,88052,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-005399,Acct-000664,1/3/17,Wavelengths - Metro,1832,0,25252,Bldg-037366,Atlanta,120 Satellite Blvd NW,Suwanee,GA,30024,405.19,On Zayo Network,,
CPQ-005399,Acct-000664,1/3/17,Wavelengths - Metro,1832,0,25252,Bldg-037367,Atlanta,2525 Westside Pkwy,Alpharetta,GA,30004,1580.14,On Zayo Network,,
CPQ-005400,Acct-000116,12/31/16,Wavelengths - Metro,1217,1383,21087,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005400,Acct-000116,12/31/16,Wavelengths - Metro,1217,1383,21087,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-005401,Acct-000044,2/16/17,Ethernet,4949,922,29524,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-005402,Acct-000376,1/3/17,IP Services,2269,922,18900,Bldg-510646,Atlanta,274 N Marietta Pkwy NE,Marietta,GA,30060,254.39,Not on Zayo Network,,
CPQ-005403,Acct-000044,2/16/17,Ethernet,5171,922,28870,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-005404,Acct-000024,2/16/17,IP Services,2553,922,55120,Bldg-108659,Atlanta,6 W Druid Hills Dr NE,Atlanta,GA,30329,24.34,On Zayo Network,,
CPQ-005405,Acct-000044,2/16/17,Ethernet,5171,922,28870,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-005406,Acct-000044,2/16/17,Ethernet,5171,922,28870,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-005407,Acct-000489,1/2/17,Ethernet,1331,922,31727,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-005408,Acct-000489,1/2/17,Ethernet,1331,922,31727,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-005409,Acct-000489,1/2/17,Ethernet,2949,0,57946,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-005410,Acct-000489,1/2/17,Ethernet,2519,0,47715,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-005411,Acct-000489,1/2/17,Ethernet,1069,826,28553,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-005412,Acct-000009,2/17/17,Wavelengths - Long Haul,1361,2766,0,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network,,
CPQ-005413,Acct-000009,2/17/17,Wavelengths - Long Haul,1752,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005414,Acct-000201,1/2/17,Wavelengths - Long Haul,6823,2858,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005414,Acct-000201,1/2/17,Wavelengths - Long Haul,6823,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-005415,Acct-000143,2/17/17,IP Services,1621,922,13760,Bldg-516954,Dallas,1178 113th St,Grand Prairie,TX,75050,144.57,Not on Zayo Network,,
CPQ-005416,Acct-000303,1/3/17,Ethernet,1285,922,31770,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,,
CPQ-005417,Acct-000303,1/3/17,Ethernet,1193,922,31857,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,,
CPQ-005418,Acct-000665,1/3/17,Ethernet,1615,768,35904,Bldg-090300,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,436.62,On Zayo Network,,
CPQ-005419,Acct-000665,1/3/17,Ethernet,1001,742,24179,Bldg-090300,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,436.62,On Zayo Network,,
CPQ-005420,Acct-000013,2/16/17,Wavelengths - Metro,1308,0,21380,Bldg-118397,Dallas,1300 W Mockingbird Ln,Dallas,TX,75247,51,On Zayo Network,,
CPQ-005420,Acct-000013,2/16/17,Wavelengths - Metro,1308,0,21380,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,,
CPQ-005421,Acct-000009,2/16/17,Ethernet,2090,922,15067,Bldg-139825,Dallas,3004 Irving Blvd,Dallas,TX,75247,296.83,Not on Zayo Network,,
CPQ-005421,Acct-000009,2/16/17,Ethernet,2090,922,15067,Bldg-512776,Dallas,1295 Majesty Dr,Dallas,TX,75247,99.14,Not on Zayo Network,,
CPQ-005422,Acct-000013,2/16/17,Wavelengths - Metro,1308,0,21380,Bldg-118397,Dallas,1300 W Mockingbird Ln,Dallas,TX,75247,51,On Zayo Network,,
CPQ-005422,Acct-000013,2/16/17,Wavelengths - Metro,1308,0,21380,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,,
CPQ-005423,Acct-000153,1/4/17,IP Services,580,922,4471,Bldg-120246,Dallas,2001 Ross Ave,Dallas,TX,75201,94.17,On Zayo Network,,
CPQ-005424,Acct-000107,2/16/17,Wavelengths - Long Haul,990,2766,0,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005424,Acct-000107,2/16/17,Wavelengths - Long Haul,990,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005425,Acct-000074,2/17/17,Dark Fiber - Metro,2628,4610,53289,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-005425,Acct-000074,2/17/17,Dark Fiber - Metro,2628,4610,53289,Bldg-059613,Denver,501 Wazee St,Denver,CO,80204,94.71,On Zayo Network,,
CPQ-005426,Acct-000044,2/16/17,Ethernet,1401,922,22224,Bldg-108659,Atlanta,6 W Druid Hills Dr NE,Atlanta,GA,30329,24.34,On Zayo Network,,
CPQ-005426,Acct-000044,2/16/17,Ethernet,1401,922,22224,Bldg-108913,Atlanta,1601 W Peachtree St NE,Atlanta,GA,30309,328.83,On Zayo Network,,
CPQ-005427,Acct-000063,2/16/17,IP Services,2451,922,52681,Bldg-109034,Atlanta,13560 Morris Rd,Alpharetta,GA,30004,551.42,On Zayo Network,,
CPQ-005428,Acct-000063,2/16/17,IP Services,2451,922,52681,Bldg-115560,Atlanta,1349 W Peachtree St NW,Atlanta,GA,30309,141.17,On Zayo Network,,
CPQ-005429,Acct-000044,1/4/17,IP Services,3916,922,31971,Bldg-231950,Dallas,4001 Maple Ave,Dallas,TX,75219,767.52,Not on Zayo Network,,
CPQ-005430,Acct-000044,2/16/17,IP Services,2298,922,49118,Bldg-108659,Atlanta,6 W Druid Hills Dr NE,Atlanta,GA,30329,24.34,On Zayo Network,,
CPQ-005431,Acct-000044,2/16/17,IP Services,2298,922,49118,Bldg-108913,Atlanta,1601 W Peachtree St NE,Atlanta,GA,30309,328.83,On Zayo Network,,
CPQ-005432,Acct-000666,2/16/17,IP Services,682,922,13857,Bldg-116486,Dallas,500 N Akard St,Dallas,TX,75201,133.73,Not on Zayo Network,,
CPQ-005433,Acct-000271,2/17/17,IP Services,1698,922,16691,Bldg-109238,Denver,1515 Arapahoe St,Denver,CO,80202,235.75,On Zayo Network,,
CPQ-005434,Acct-000063,2/16/17,IP Services,869,922,15493,Bldg-115560,Atlanta,1349 W Peachtree St NW,Atlanta,GA,30309,141.17,On Zayo Network,,
CPQ-005435,Acct-000009,1/4/17,Wavelengths - Metro,1465,0,17179,Bldg-115684,Atlanta,8215 Roswell Rd,Atlanta,GA,30350,485.69,Not on Zayo Network,,
CPQ-005435,Acct-000009,1/4/17,Wavelengths - Metro,1465,0,17179,Bldg-108861,Atlanta,3200 Webb Bridge Rd,Alpharetta,GA,30005,1113.4,On Zayo Network,,
CPQ-005436,Acct-000224,2/16/17,Ethernet,1043,922,22854,Bldg-111499,Denver,999 18th St - Bldg North Tower,Denver,CO,80202,159.83,On Zayo Network,,
CPQ-005437,Acct-000039,2/16/17,Ethernet,1056,922,24141,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005437,Acct-000039,2/16/17,Ethernet,1056,922,24141,Bldg-038242,Atlanta,5600 United Dr SE,Smyrna,GA,30082,426.83,On Zayo Network,,
CPQ-005438,Acct-000039,2/16/17,Ethernet,509,461,13502,Bldg-038242,Atlanta,5600 United Dr SE,Smyrna,GA,30082,426.83,On Zayo Network,,
CPQ-005439,Acct-000019,2/17/17,zColo,3269,2434,64293,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,,
CPQ-005440,Acct-000325,2/17/17,Wavelengths - Long Haul,3568,3227,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005441,Acct-000419,2/17/17,Wavelengths - Metro,1352,0,19943,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005441,Acct-000419,2/17/17,Wavelengths - Metro,1352,0,19943,Bldg-015260,Dallas,13701 Independence Pkwy,Fort Worth,TX,76177,510.93,On Zayo Network,,
CPQ-005442,Acct-000372,2/16/17,Wavelengths - Long Haul,6806,2997,0,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network,,
CPQ-005443,Acct-000126,2/17/17,Wavelengths - Long Haul,3835,2858,82138,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-005444,Acct-000089,2/16/17,Wavelengths - Long Haul,2792,2858,53927,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-005445,Acct-000089,2/16/17,Wavelengths - Long Haul,3509,2766,59548,Bldg-112465,Denver,10475 E 112th Ave,Henderson,CO,80640,6418.06,On Zayo Network,,
CPQ-005446,Acct-000050,2/17/17,Wavelengths - Long Haul,2217,2766,54791,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network,,
CPQ-005447,Acct-000372,2/16/17,Wavelengths - Long Haul,3255,2766,0,Bldg-121758,Dallas,400 N Akard St,Dallas,TX,75201,84.42,On Zayo Network,,
CPQ-005448,Acct-000093,2/17/17,Ethernet,619,784,9980,Bldg-126879,Dallas,904 Quality Way,Richardson,TX,75081,146.28,On Zayo Network,,
CPQ-005449,Acct-000093,2/17/17,Ethernet,619,784,9980,Bldg-126879,Dallas,904 Quality Way,Richardson,TX,75081,146.28,On Zayo Network,,
CPQ-005450,Acct-000221,1/3/17,Ethernet,992,922,15494,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005451,Acct-000093,2/17/17,Ethernet,486,553,9240,Bldg-126879,Dallas,904 Quality Way,Richardson,TX,75081,146.28,On Zayo Network,,
CPQ-005452,Acct-000009,1/3/17,Ethernet,447,0,5929,Bldg-108861,Atlanta,3200 Webb Bridge Rd,Alpharetta,GA,30005,1113.4,On Zayo Network,,
CPQ-005453,Acct-000224,1/4/17,Dark Fiber - Metro,3091,4610,80669,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,On Zayo Network,,
CPQ-005453,Acct-000224,1/4/17,Dark Fiber - Metro,3091,4610,80669,Bldg-117669,Denver,E Yale Ave & S Peoria St,Aurora,CO,80014,34.43,On Zayo Network,,
CPQ-005454,Acct-000156,1/3/17,IP Services,2577,922,66070,Bldg-116602,Denver,1999 Broadway,Denver,CO,80202,352.42,On Zayo Network,,
CPQ-005455,,2/16/17,Ethernet,787,922,20681,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-005456,Acct-000019,2/16/17,Ethernet,2949,0,57946,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005456,Acct-000019,2/16/17,Ethernet,2949,0,57946,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-005457,Acct-000667,1/4/17,Ethernet,3650,0,76367,Bldg-131709,Denver,9000 S Ridgeline Blvd,Littleton,CO,80129,911.56,On Zayo Network,,
CPQ-005458,Acct-000156,1/3/17,IP Services,689,922,14033,Bldg-116602,Denver,1999 Broadway,Denver,CO,80202,352.42,On Zayo Network,,
CPQ-005459,Acct-000221,1/3/17,Ethernet,677,461,13179,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005460,Acct-000014,1/4/17,Wavelengths - Long Haul,20065,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005460,Acct-000014,1/4/17,Wavelengths - Long Haul,20065,2766,0,Bldg-059751,Denver,12500 E Arapahoe Rd,Englewood,CO,80112,306.61,On Zayo Network,,
CPQ-005461,,2/16/17,Ethernet,743,922,19452,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-005462,Acct-000667,1/4/17,Wavelengths - Long Haul,6510,2766,0,Bldg-131709,Denver,9000 S Ridgeline Blvd,Littleton,CO,80129,911.56,On Zayo Network,,
CPQ-005463,Acct-000419,2/17/17,Wavelengths - Long Haul,2001,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-005464,Acct-000668,2/17/17,Ethernet,905,922,23921,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-005464,Acct-000668,2/17/17,Ethernet,905,922,23921,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,,
CPQ-005465,Acct-000286,2/17/17,Ethernet,1055,922,23169,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005465,Acct-000286,2/17/17,Ethernet,1055,922,23169,Bldg-139761,Dallas,300 Throckmorton St,Fort Worth,TX,76102,102.17,On Zayo Network,,
CPQ-005466,Acct-000419,2/17/17,Wavelengths - Long Haul,3485,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-005467,Acct-000074,2/17/17,Wavelengths - Long Haul,15018,2766,323337,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005468,Acct-000669,2/17/17,IP Services,8514,4610,229247,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005469,Acct-000019,2/16/17,Wavelengths - Long Haul,1418,2766,0,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005470,Acct-000074,2/17/17,Ethernet,865,461,12180,Bldg-111944,Dallas,8435 N Stemmons Fwy,Dallas,TX,75247,460.01,On Zayo Network,,
CPQ-005471,,1/4/17,Cloud,92,1383000,1350998,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-005472,Acct-000089,2/16/17,Wavelengths - Long Haul,2791,2766,0,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network,,
CPQ-005472,Acct-000089,2/16/17,Wavelengths - Long Haul,2791,2766,0,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-005473,Acct-000074,2/17/17,Wavelengths - Long Haul,13842,2766,0,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005474,Acct-000648,2/16/17,Ethernet,977,922,21967,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-005475,Acct-000129,2/16/17,Ethernet,4920,922,28387,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-005476,Acct-000670,2/16/17,IP Services,612,922,11963,Bldg-118824,Dallas,801 Industrial Blvd,Grapevine,TX,76051,193.13,On Zayo Network,,
CPQ-005477,Acct-000019,2/17/17,Wavelengths - Metro,1157,0,16043,Bldg-118217,Dallas,1100 Empire Central Pl,Dallas,TX,75247,351.63,On Zayo Network,,
CPQ-005477,Acct-000019,2/17/17,Wavelengths - Metro,1157,0,16043,Bldg-129724,Dallas,2400 Lakeside Blvd,Richardson,TX,75082,479.9,On Zayo Network,,
CPQ-005478,Acct-000224,1/4/17,Dark Fiber - Metro,9493,4610,248853,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
